ID_LEXEMA 	LÍNEA 	COLUMNA 	TOKEN                	LEXEMA
-------------------------------------------------------------------------------
1         	2     	2       	FLOAT                	float
2         	2     	7       	SEPARATOR            	~
3         	2     	8       	ID                   	func1
4         	2     	13      	LPAR                 	<|
5         	2     	15      	CHAR                 	char
2         	2     	19      	SEPARATOR            	~
6         	2     	20      	ID                   	x22
7         	2     	23      	COMMA                	,
5         	2     	24      	CHAR                 	char
2         	2     	28      	SEPARATOR            	~
6         	2     	29      	ID                   	x22
8         	2     	32      	RPAR                 	|>
9         	2     	34      	LBLOCK               	|:
1         	3     	2       	FLOAT                	float
2         	3     	7       	SEPARATOR            	~
10        	3     	8       	ID                   	a
11        	3     	9       	ASSIGN               	<-
12        	3     	11      	MINUS                	-
13        	3     	12      	FLOAT_LIT            	0.01
14        	3     	16      	EXCLAMATION          	!
5         	4     	2       	CHAR                 	char
2         	4     	6       	SEPARATOR            	~
15        	4     	7       	ID                   	_x22_
11        	4     	12      	ASSIGN               	<-
16        	4     	14      	CHAR_LIT             	'a'
14        	4     	17      	EXCLAMATION          	!
5         	5     	2       	CHAR                 	char
2         	5     	6       	SEPARATOR            	~
17        	5     	7       	ID                   	_miChar_
11        	5     	15      	ASSIGN               	<-
18        	5     	17      	CHAR_LIT             	'!'
14        	5     	20      	EXCLAMATION          	!
5         	6     	2       	CHAR                 	char
2         	6     	6       	SEPARATOR            	~
19        	6     	7       	ID                   	_miChar2_
11        	6     	16      	ASSIGN               	<-
18        	6     	18      	CHAR_LIT             	'!'
14        	6     	21      	EXCLAMATION          	!
20        	7     	2       	INT                  	int
2         	7     	5       	SEPARATOR            	~
21        	7     	6       	ID                   	_x30_
11        	7     	11      	ASSIGN               	<-
12        	7     	13      	MINUS                	-
22        	7     	14      	INT_LIT              	1
14        	7     	15      	EXCLAMATION          	!
23        	8     	2       	BOOL                 	bool
2         	8     	6       	SEPARATOR            	~
24        	8     	7       	ID                   	_x40_
11        	8     	12      	ASSIGN               	<-
25        	8     	14      	BOOL_LIT             	false
14        	8     	19      	EXCLAMATION          	!
1         	9     	2       	FLOAT                	float
2         	9     	7       	SEPARATOR            	~
26        	9     	8       	ID                   	_x50_
27        	9     	13      	LBRACKET             	<<
28        	9     	15      	INT_LIT              	1000
29        	9     	19      	RBRACKET             	>>
27        	9     	21      	LBRACKET             	<<
30        	9     	23      	INT_LIT              	100
29        	9     	26      	RBRACKET             	>>
14        	9     	28      	EXCLAMATION          	!
1         	10    	2       	FLOAT                	float
2         	10    	7       	SEPARATOR            	~
26        	10    	8       	ID                   	_x50_
27        	10    	13      	LBRACKET             	<<
28        	10    	15      	INT_LIT              	1000
29        	10    	19      	RBRACKET             	>>
27        	10    	21      	LBRACKET             	<<
31        	10    	23      	INT_LIT              	6
29        	10    	24      	RBRACKET             	>>
11        	10    	26      	ASSIGN               	<-
9         	10    	28      	LBLOCK               	|:
9         	10    	30      	LBLOCK               	|:
32        	10    	32      	INT_LIT              	4
7         	10    	33      	COMMA                	,
33        	10    	34      	INT_LIT              	5
34        	10    	35      	RBLOCK               	:|
7         	10    	37      	COMMA                	,
9         	10    	38      	LBLOCK               	|:
32        	10    	40      	INT_LIT              	4
7         	10    	41      	COMMA                	,
33        	10    	42      	INT_LIT              	5
34        	10    	43      	RBLOCK               	:|
7         	10    	45      	COMMA                	,
9         	10    	46      	LBLOCK               	|:
32        	10    	48      	INT_LIT              	4
7         	10    	49      	COMMA                	,
33        	10    	50      	INT_LIT              	5
34        	10    	51      	RBLOCK               	:|
34        	10    	53      	RBLOCK               	:|
14        	10    	55      	EXCLAMATION          	!
20        	11    	2       	INT                  	int
2         	11    	5       	SEPARATOR            	~
26        	11    	6       	ID                   	_x50_
27        	11    	11      	LBRACKET             	<<
28        	11    	13      	INT_LIT              	1000
29        	11    	17      	RBRACKET             	>>
27        	11    	19      	LBRACKET             	<<
35        	11    	21      	INT_LIT              	67
29        	11    	23      	RBRACKET             	>>
11        	11    	25      	ASSIGN               	<-
9         	11    	27      	LBLOCK               	|:
9         	11    	29      	LBLOCK               	|:
36        	11    	31      	FLOAT_LIT            	4.4
7         	11    	34      	COMMA                	,
37        	11    	35      	FLOAT_LIT            	5.5
34        	11    	38      	RBLOCK               	:|
